Date,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
6/27/1986,161.72,162.05,161.21,161.62
6/30/1986,161.62,163.07,161.54,162.62
7/1/1986,162.62,163.62,162.62,163.32
7/2/1986,163.32,164.2,163.32,163.96
7/3/1986,163.96,164.56,163.6,164.51
7/7/1986,164.51,164.54,157.59,157.62
7/8/1986,157.62,157.62,152.43,153.26
7/9/1986,153.26,155.65,153.17,155.41
7/10/1986,155.41,156.35,153.15,154.29
7/11/1986,154.29,154.45,152.73,152.85
7/14/1986,152.85,152.92,149.01,149.29
7/15/1986,149.29,149.29,145.32,146.26
7/16/1986,146.26,148.45,146.26,147.4
7/17/1986,147.4,148.75,147.26,148.46
7/18/1986,148.46,148.52,146.48,147.76
7/21/1986,147.76,147.95,146.79,147.07
7/22/1986,147.07,148.16,146.59,147.4
7/23/1986,147.4,148.01,147.12,147.18
7/24/1986,147.18,148.15,146.98,147.28
7/25/1986,147.28,148.41,147.28,148.26
7/28/1986,148.26,148.74,145.21,145.51
7/29/1986,145.51,145.57,144.04,144.21
7/30/1986,144.21,144.67,142.73,144.52
7/31/1986,144.59,145.61,144.57,144.71
8/1/1986,144.71,145.76,144.01,144.19
8/4/1986,144.19,144.19,141.65,142.52
8/5/1986,142.52,142.91,141.75,141.86
8/6/1986,141.86,141.86,140.3,140.54
8/7/1986,140.54,141.47,140.18,140.7
8/8/1986,140.7,142.55,140.7,142.29
8/11/1986,142.29,145.51,142.29,145.44
8/12/1986,145.44,147.32,145.44,147.06
8/13/1986,147.06,149.45,147.06,148.84
8/14/1986,148.84,150.14,148.62,149.99
8/15/1986,150.01,150.3,149.18,149.57
8/18/1986,149.57,150.07,148.83,149.07
8/19/1986,149.07,149.09,147.98,148.6
8/20/1986,148.6,149.9,148.46,149.76
8/21/1986,149.76,150.65,149.46,150.01
8/22/1986,150.01,151.26,149.69,150.95
8/25/1986,150.95,151.12,149.77,149.91
8/26/1986,149.91,151.23,149.88,151.15
8/27/1986,151.15,152.16,151.07,152.02
8/28/1986,152.02,152.3,151.35,152.04
8/29/1986,152.04,152.55,151.7,151.7
9/2/1986,151.7,152.07,149.15,149.34
9/3/1986,149.34,149.84,148.6,149.82
9/4/1986,149.82,151.73,149.79,151.4
9/5/1986,151.4,151.9,149.54,149.67
9/8/1986,149.67,149.67,146.35,146.55
9/9/1986,146.55,147.32,145.41,145.76
9/10/1986,145.76,145.76,144.57,144.74
9/11/1986,144.74,144.74,138.46,138.46
9/12/1986,138.46,138.62,134.85,135.04
9/15/1986,135.04,135.96,134.09,134.94
9/16/1986,134.94,135.25,133.28,135.21
9/17/1986,135.21,136.99,135.05,136.39
9/18/1986,136.39,138.57,136.29,138.13
