Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1993-07-06,1286.6,1293.8,1269,1273.3,41177608
1993-07-07,1272.9,1283.2,1262,1271.5,44661704
1993-07-08,1272.3,1292.4,1266,1285.7,49908136
1993-07-09,1283.5,1293.8,1274.5,1284.1,41493384
1993-07-12,1280.8,1291.2,1271.3,1281,35689496
1993-07-13,1282.8,1290.4,1269.7,1280.8,41759764
1993-07-14,1290.7,1304.1,1278.2,1296.5,50433840
1993-07-15,1295.6,1308.4,1284.7,1297.4,49008448
1993-07-16,1295.5,1308.1,1290.6,1295.3,46413456
1993-07-19,1297.4,1309.5,1284.7,1296.9,38169820
1993-07-20,1296.2,1311.4,1288.2,1304,48535668
1993-07-21,1301.3,1315.8,1294,1308,49146048
1993-07-22,1307.5,1315.4,1295.7,1302.8,44037216
1993-07-23,1309.3,1319.3,1297.9,1311.5,39192996
1993-07-26,1315.8,1325.3,1305.7,1317.7,39388812
1993-07-27,1320.2,1327.8,1303,1313.3,45293252
1993-07-28,1308.7,1324.6,1301.5,1313.3,47724184
1993-07-29,1317.2,1329.6,1306.6,1319.1,46085332
1993-07-30,1321.4,1330.2,1306.6,1318,44882220
1993-08-02,1319,1330.3,1310.4,1323.5,40641324
1993-08-03,1322.1,1333.3,1311,1323.1,44903388
1993-08-04,1322.3,1331,1312.8,1321.2,40581344
1993-08-05,1317.6,1326.6,1308,1316.1,44040744
1993-08-06,1318.2,1328.6,1310,1320.1,39013060
1993-08-09,1326.7,1336,1314.1,1327.1,41059416
1993-08-10,1326.5,1336.8,1318,1328.7,45076268
1993-08-11,1328.5,1339.1,1319.1,1329,47336080
1993-08-12,1327,1337.3,1313.8,1325,49135460
1993-08-13,1325.6,1333.4,1317.5,1325.8,37817000
1993-08-16,1327.6,1336.9,1317.1,1327.7,40431396
1993-08-17,1331.5,1343,1320.2,1335.2,46099448
1993-08-18,1342,1351.4,1329,1338.4,55205728
1993-08-19,1339.3,1350.4,1330,1343.3,51746328
1993-08-20,1338.5,1349.3,1328.8,1339.1,48830272
1993-08-23,1336.1,1344.8,1327.6,1336.5,37487112
1993-08-24,1340.1,1352.8,1331.2,1349.1,47754172
1993-08-25,1358.1,1366,1344.9,1356.9,53212296
1993-08-26,1355.6,1365.7,1344.4,1352.9,43714384
1993-08-27,1350,1358,1340.6,1351.8,34601048
1993-08-30,1355,1362.1,1344.1,1352.4,34255284
1993-08-31,1354.6,1363.3,1346.2,1358.6,44601728
1993-09-01,1354.1,1362,1344.8,1352.6,43227492
1993-09-02,1351.2,1358,1336.7,1342.7,45843652
1993-09-03,1339.5,1350.8,1333.4,1342.9,34780984
1993-09-07,1342.4,1350.1,1330.1,1335.1,40486084
1993-09-08,1332.7,1339.6,1317.6,1326.5,49941656
1993-09-09,1328.9,1338.9,1316.1,1328.5,45526116
1993-09-10,1330.7,1345.4,1323.2,1338.5,47621864
1993-09-13,1343,1354.3,1333.7,1347.3,43215144
1993-09-14,1336,1347.7,1329.1,1336.9,45623140
1993-09-15,1330,1347.3,1322.7,1342.9,51936852
1993-09-16,1341,1349.5,1332.7,1342.4,40521364
1993-09-17,1339.4,1346,1325.4,1337.7,65201116
1993-09-20,1337.4,1345.1,1323.7,1328,40228524
1993-09-21,1321.7,1332.1,1303.5,1314.4,53229936
1993-09-22,1319.4,1330.6,1308,1320.8,50975416
1993-09-23,1319.7,1331,1310.2,1320.6,48805576
1993-09-24,1317.7,1331.7,1309,1323.2,43797296
1993-09-27,1323.2,1340.6,1320.1,1332.4,43206324
1993-09-28,1334.8,1343.2,1325.9,1334.5,42924068
1993-09-29,1335.6,1344.6,1320.3,1329,48987276
1993-09-30,1325,1335.3,1314.6,1324.5,49878148
1993-10-01,1329.8,1339.9,1319.1,1332.1,45314424
1993-10-04,1332.5,1340.7,1320.4,1330,40464912
1993-10-05,1331.9,1342.5,1320,1329.9,51965076
1993-10-06,1333.2,1341.9,1321.3,1331.6,48877904
1993-10-07,1332.4,1340.3,1320.3,1328,45021580
1993-10-08,1328.7,1337.8,1314.2,1327.5,42971700
1993-10-11,1329.3,1338.3,1321.2,1331.4,32316538
1993-10-12,1330.5,1338.9,1321.1,1327.6,46566932
1993-10-13,1327.3,1341.5,1318.6,1330.6,51322944
1993-10-14,1330.3,1345.7,1319.4,1334.4,62417368
1993-10-15,1340.6,1351.5,1328.3,1339.4,64585444
1993-10-18,1337.7,1355.4,1327.4,1343.9,58139424
1993-10-19,1348.1,1357.6,1331.8,1344.3,53699188
1993-10-20,1345.9,1357.1,1333.9,1347.1,53923228
1993-10-21,1346.8,1358.3,1333,1343.9,50950720
1993-10-22,1350.3,1362,1333.4,1344.6,53177012
1993-10-25,1345.7,1359.6,1331.9,1351.2,45921272
1993-10-26,1350.1,1365.1,1340,1356,50193920
1993-10-27,1353.7,1364.8,1343.3,1355.1,49364796
1993-10-28,1365.6,1379.3,1352.4,1368.2,53138204
1993-10-29,1366.5,1377,1355.9,1367.1,47731240
1993-11-01,1366.9,1379.7,1357.8,1373.7,45166240
1993-11-02,1363.1,1381.2,1357.6,1370.9,53766224
1993-11-03,1364.9,1376,1346.3,1355.1,60351608
1993-11-04,1354.3,1362,1333,1338.7,57056268
1993-11-05,1334.5,1354.2,1323.4,1346.1,59432512
1993-11-08,1344.9,1359.3,1338.5,1349.3,40987088
1993-11-09,1354.2,1363.8,1339,1345.6,49093124
1993-11-10,1347.3,1361.7,1337.3,1354.8,50003400
1993-11-11,1356.2,1367.2,1343.9,1351.5,50649060
1993-11-12,1359.3,1369.7,1346.9,1361.1,57551980
1993-11-15,1357.3,1370.8,1347.8,1357.9,44284188
1993-11-16,1359.5,1375.6,1350.5,1369.5,53625096
1993-11-17,1366.8,1379.3,1348.8,1359.9,56373560
1993-11-18,1356.8,1369.3,1342.7,1356.5,55300988
1993-11-19,1354.8,1365.5,1339.5,1355.5,53446920
1993-11-22,1346.4,1360.1,1333.5,1347,49417716
1993-11-23,1343.5,1358.1,1334.6,1344.7,46147076
1993-11-24,1351.2,1361.1,1339.5,1352.3,40685424
1993-11-26,1355.8,1364.9,1348.3,1359.6,15915705
1993-11-29,1366.3,1376.9,1352.8,1362.3,48108756
1993-11-30,1361.1,1373.7,1351.4,1362.6,51202988
1993-12-01,1366.1,1377.6,1356.1,1365.1,51841592
1993-12-02,1364.2,1376.9,1356,1369.1,45226216
1993-12-03,1366.5,1376.8,1357.1,1367.1,47415464
1993-12-06,1371.5,1379.9,1359.4,1368,51576976
1993-12-07,1370,1380.5,1359.9,1371.7,50398556
1993-12-08,1371.9,1384,1362.3,1375.9,55473872
1993-12-09,1376.7,1385,1366.3,1373.5,50730208
1993-12-10,1372.2,1382.8,1364,1375,43329812
1993-12-13,1371.6,1389.2,1362.6,1382.2,45263264
1993-12-14,1382.4,1391.3,1368.7,1375.4,48521556
1993-12-15,1374.1,1385.4,1361.3,1370.3,58527528
1993-12-16,1370.4,1384.3,1358.4,1369.8,50209800
1993-12-17,1373.4,1384.4,1362,1377.1,64169116
1993-12-20,1376.5,1385.9,1366.9,1376.6,45143304
1993-12-21,1375.5,1385.6,1363.9,1375.4,48225188
1993-12-22,1376.7,1390.2,1368.8,1383.8,48061124
1993-12-23,1385.3,1395.1,1374.2,1381.5,40087396
1993-12-27,1385.6,1397.2,1378.2,1391.7,30201382
1993-12-28,1389.3,1400.9,1382.6,1394.1,35451344
1993-12-29,1390.2,1402.1,1381.6,1392.7,47554828
1993-12-30,1389.2,1397.1,1379.6,1387,34551652
1993-12-31,1389.8,1398.1,1376,1381,29740952
1994-01-03,1375.4,1390.1,1362.6,1376.9,47655384
1994-01-04,1377.1,1388.8,1364.6,1382.6,57615488
1994-01-05,1382.1,1398.5,1370.8,1389.7,70569272
1994-01-06,1394.5,1408.2,1380.7,1394.3,64897692
1994-01-07,1395.9,1407.4,1385.8,1398.3,57319120
1994-01-10,1401.4,1417.3,1391.3,1413.4,56361212
1994-01-11,1408.1,1419.9,1398,1406.8,53891472
1994-01-12,1403.6,1419.2,1394.7,1409.2,54808804
1994-01-13,1402.4,1415.6,1393.8,1407.2,49036672
1994-01-14,1411.3,1424.1,1400.2,1415.2,53789156
1994-01-17,1410,1421.9,1400.9,1411.7,41276400
1994-01-18,1412.9,1423.7,1401.7,1412,54639452
1994-01-19,1413.6,1424.3,1399.9,1415.5,54928764
1994-01-20,1413.6,1423.8,1402.4,1413.9,54766468
1994-01-21,1414.9,1426.4,1405.2,1417.9,61076652
1994-01-24,1419.6,1430.5,1405.8,1416.5,52376112
1994-01-25,1412.4,1425.9,1399.8,1411.2,57530812
1994-01-26,1415.5,1426.6,1401.5,1417.8,53745052
1994-01-27,1418.1,1436.3,1407.6,1426.8,61126044
1994-01-28,1433.7,1444.5,1423.4,1433.9,55241012
1994-01-31,1442.2,1457.3,1430.7,1447.1,56957480
1994-02-01,1442,1454.4,1432.1,1441.5,56893972
1994-02-02,1442.7,1454.9,1432.9,1446.6,58031816
1994-02-03,1438.8,1453.1,1429.6,1441.8,56160104
1994-02-04,1441.9,1448.5,1406.6,1412.8,66749996
1994-02-07,1412.2,1427.5,1399.1,1419.8,61438292
1994-02-08,1419.4,1433.8,1407.3,1418.5,56130116
1994-02-09,1424.7,1435.3,1410.5,1425.8,58686296
1994-02-10,1424.2,1432.2,1405.6,1410.7,57730156
1994-02-11,1409.9,1419.4,1395.5,1408.8,37705860
1994-02-14,1411.2,1421.6,1398.3,1410.3,46429332
1994-02-15,1416.3,1426.6,1402,1413.9,54120808
1994-02-16,1413,1424.7,1401.6,1413.2,52120320
1994-02-17,1416.3,1427.2,1399.6,1409,59984672
1994-02-18,1406.6,1414,1390.1,1398.3,51725160
1994-02-22,1400.1,1415.9,1392.9,1408,47789456
1994-02-23,1408,1417.4,1394.2,1401.7,54671204
1994-02-24,1388.5,1402,1373.2,1379.7,60498028
1994-02-25,1378.6,1391.5,1370.6,1380.1,48279872
1994-02-28,1382.8,1394.5,1372.8,1380.6,47209064
1994-03-01,1372.7,1386.4,1358.6,1371.7,53708008
1994-03-02,1357.9,1381.2,1345.2,1373.8,63706924
1994-03-03,1372.6,1384.1,1359,1370.7,51504648
1994-03-04,1373.5,1388,1362.3,1375.7,55013440
1994-03-07,1383.5,1393.3,1371.8,1382.6,50379152
1994-03-08,1380.4,1394.3,1369.9,1382.8,52589568
1994-03-09,1376.9,1389.8,1368.8,1380,54653564
1994-03-10,1373.5,1384.5,1359.8,1368.9,65160540
1994-03-11,1366.2,1382.2,1358.8,1375.7,53496316
1994-03-14,1376.8,1387.1,1366.8,1376,45894812
1994-03-15,1378.4,1387.3,1364.4,1374.2,58084740
1994-03-16,1372,1387.9,1362.4,1378.8,54126100
1994-03-17,1377.8,1390.2,1365.9,1381.1,53619804
1994-03-18,1380.4,1392.1,1365.9,1382.1,81543736
1994-03-21,1371.4,1383.5,1362.2,1371.1,43642056
1994-03-22,1372.3,1383,1363.1,1372.4,49939892
1994-03-23,1373.4,1387.2,1364.3,1375.2,50206272
1994-03-24,1367.3,1376.2,1349.3,1358.8,53593340
1994-03-25,1362.7,1371.9,1345,1350.3,44044272
1994-03-28,1348.8,1361.7,1334,1349.7,50693160
1994-03-29,1337.8,1352.2,1320.2,1324.6,53210532
1994-03-30,1311.2,1328.6,1290.1,1298.3,68891608
1994-03-31,1272.8,1311.1,1265.1,1297.8,71195528
1994-04-04,1280.1,1294.1,1258.7,1279.4,60753820
1994-04-05,1301.8,1318.6,1290.4,1310,64723044
1994-04-06,1309.9,1324.2,1297.6,1310.2,53275804
1994-04-07,1301,1321.3,1296.9,1314.2,51031868
1994-04-08,1311.4,1320.2,1295,1304.4,46588104
1994-04-11,1302.3,1315.8,1293.2,1304.7,42899372
1994-04-12,1301.4,1314.5,1292,1300.1,45205048
1994-04-13,1299,1310.5,1280.3,1296.3,49047256
1994-04-14,1295.9,1307.4,1282.5,1294.3,48535668
1994-04-15,1295.1,1306.9,1282.7,1294.6,54607700
1994-04-18,1282.7,1300.4,1271,1280,47886480
1994-04-19,1281,1293,1258.7,1273.8,57029808
1994-04-20,1270,1290.3,1252.5,1270.5,64661300
1994-04-21,1278.1,1300.2,1267.4,1291.9,66817032
1994-04-22,1294.8,1306.8,1280.2,1292.5,52166184
1994-04-25,1296,1314.9,1285.5,1308.3,46258216
1994-04-26,1308.2,1320.1,1297.7,1309.5,50825468
1994-04-28,1303.9,1322.1,1292.4,1305.4,57368512
1994-04-29,1309.9,1324.4,1296.9,1315.9,51859232
1994-05-02,1308.2,1326.7,1300.5,1314.8,52240276
1994-05-03,1314,1325.5,1302.5,1316.1,50853696
1994-05-04,1306.8,1321.8,1300,1310.4,47267280
1994-05-05,1311.3,1319.6,1298.7,1305.8,45106260
1994-05-06,1294,1304.9,1278.4,1291.1,51495828
1994-05-09,1285.4,1293.4,1266.2,1273.4,44255964
1994-05-10,1276.5,1292.1,1267.4,1280,52510184
1994-05-11,1276.5,1285.9,1256.7,1263.6,48936120
1994-05-12,1271.6,1281.1,1259.1,1269,48119340
1994-05-13,1265.1,1279.1,1255.6,1267.5,44467656
1994-05-16,1268,1277.3,1253.1,1266.2,41399884
1994-05-17,1271.3,1287,1260,1280.5,54912888
1994-05-18,1285,1304.4,1273.3,1295.4,59852368
1994-05-19,1295.4,1315.2,1287.1,1306.8,53572172
1994-05-20,1301.8,1315,1291.1,1303.4,52072688
1994-05-23,1298.3,1307.9,1288,1297,43994876
1994-05-24,1302.2,1313.8,1287.9,1300.7,49401840
1994-05-25,1294.1,1308.3,1288.1,1303,44880456
1994-05-26,1304.7,1315.2,1294.9,1306.1,45115080
1994-05-27,1303.4,1315,1296.5,1309.9,32888106
1994-05-31,1308,1319,1300,1310.9,38228036
1994-06-01,1305,1320.2,1296.6,1311.4,49378908
1994-06-02,1311.8,1321.3,1301.6,1308.6,47833556
1994-06-03,1309.8,1320.6,1299.8,1311.9,47893536
1994-06-06,1314.7,1324.8,1304.3,1310.9,45704288
1994-06-07,1310.7,1318,1299.7,1307.6,41399884
1994-06-08,1303.3,1315.9,1295.9,1305.6,45160944
1994-06-09,1304.9,1312.1,1293.6,1303.5,44608784
1994-06-10,1309.8,1316.9,1297.1,1308.6,39247684
1994-06-13,1312.4,1321.1,1300.1,1313.8,42834100
1994-06-14,1321,1335,1309.7,1327,50903088
1994-06-15,1326.8,1336.8,1313.5,1319.3,47584820
1994-06-16,1319.4,1336.3,1310.6,1329,44963368
1994-06-17,1327.3,1335.6,1312.8,1317.9,65871472
1994-06-20,1309.7,1318.8,1296.9,1306.7,40489612
1994-06-21,1299.5,1309.9,1281.9,1291.6,52698944
1994-06-22,1298.3,1305.7,1286.9,1297.2,44298300
1994-06-23,1304.8,1309.5,1285.9,1292.2,45245624
1994-06-24,1275.4,1292.5,1263.6,1269.6,46088864
1994-06-27,1271.6,1287.7,1258.2,1282.5,44121892
1994-06-28,1279.5,1289.7,1265,1277,46903876
1994-06-29,1282.8,1292.7,1271.3,1280.8,46552820
1994-06-30,1276.7,1289.8,1262.4,1269.3,51883928
1994-07-01,1274.3,1287.6,1264.9,1278.3,35110872
1994-07-05,1281.3,1288.2,1267.2,1277.8,34052412
1994-07-06,1275.1,1290.9,1266.1,1280.1,41216420
1994-07-07,1280.9,1295.1,1272.6,1285,45601972
1994-07-08,1286.4,1298.3,1274.9,1291,41724480
1994-07-11,1286.8,1297.7,1273.8,1283.7,39265324
1994-07-12,1278.4,1291.4,1269.3,1282.7,44499408
1994-07-13,1285.9,1294.6,1275.9,1283,46896820
1994-07-14,1292.7,1305.2,1282.5,1295.8,56442360
1994-07-15,1298.3,1307.2,1287.1,1300.5,48664448
1994-07-18,1299.5,1310.5,1289.8,1300.8,40129736
1994-07-19,1300.8,1311.7,1292.1,1300.7,44372392
1994-07-20,1298.9,1309.2,1284.4,1293.2,47232000
1994-07-21,1293.5,1306.5,1280.4,1294.4,51525816
1994-07-22,1296.9,1308.4,1286.6,1298.1,46058872
1994-07-25,1297.6,1306.8,1289,1298.5,37658232
1994-07-26,1295.2,1307.2,1286,1295.7,41045300
1994-07-27,1290,1300.2,1280.1,1288.3,44398856
1994-07-28,1291.9,1302.1,1281.5,1292.2,43672044
1994-07-29,1298.3,1309.9,1289,1301.6,47553064
1994-08-01,1304.7,1317.1,1295.2,1311.7,45545520
1994-08-02,1311.7,1327,1306,1315.9,51995068
1994-08-03,1315.9,1327.8,1306.6,1318.7,50072200
1994-08-04,1316.1,1325.2,1305.5,1310.9,51007172
1994-08-05,1304,1312.8,1295.8,1303.5,40621916
1994-08-08,1303.5,1313.5,1296,1303.2,38399152
1994-08-09,1301.8,1311.6,1294.7,1304.8,45713108
1994-08-10,1308.2,1317.1,1298.8,1309.1,49301288
1994-08-11,1308.9,1314.4,1293.8,1301.4,48634456
1994-08-12,1305.5,1316,1297.6,1308.3,43973708
1994-08-15,1307.4,1317.8,1298.9,1306.3,39376464
1994-08-16,1306.3,1320.6,1297.9,1313,54094344
1994-08-17,1315,1324.4,1303.8,1311.8,54554776
1994-08-18,1305.8,1315.2,1295.5,1301.8,50687868
1994-08-19,1299,1309.9,1291.3,1299.7,48800284
1994-08-22,1295.8,1305.9,1287.8,1297.1,41609812
1994-08-23,1303.7,1314.5,1295.3,1304.7,54200192
1994-08-24,1308.7,1326.4,1301.2,1322.5,54648272
1994-08-25,1324.6,1331.8,1310.7,1317.5,50135708
1994-08-26,1325,1340.2,1318.6,1332.6,53826204
1994-08-29,1340.9,1349.9,1330,1339.6,46939160
1994-08-30,1340,1351.5,1332.7,1345.3,51956256
1994-08-31,1346.4,1359,1333.9,1346.8,62563788
1994-09-01,1337.8,1349.6,1330.2,1338.9,50395028
1994-09-02,1335.5,1347.6,1328.3,1333.4,38131008
1994-09-06,1330.5,1342,1322.9,1334.3,35223772
1994-09-07,1328.4,1340.3,1321.3,1329.1,51531108
1994-09-08,1334.1,1341.4,1322.2,1332.4,52042696
1994-09-09,1320.2,1329.4,1307.9,1317.3,51746328
1994-09-12,1314.7,1322.9,1302.7,1308.1,43163984
1994-09-13,1316.6,1323,1303.2,1311.7,51753384
1994-09-14,1310.4,1323.6,1302.4,1315.3,52478432
1994-09-15,1320.6,1333.9,1307.2,1327.6,49728200
1994-09-16,1316.9,1329,1308,1318.7,72460384
1994-09-19,1321.9,1330.8,1308.6,1316.4,48145804
1994-09-20,1305.6,1316.3,1288.8,1292.1,57518464
1994-09-21,1283.9,1299.8,1268.8,1285.4,62683744
1994-09-22,1290.1,1300.4,1275.8,1284.5,53842080
1994-09-23,1285.8,1295.4,1273.2,1281.5,52933568
1994-09-26,1282.6,1293.2,1271.8,1284.5,48077004
1994-09-27,1287.7,1298.6,1275.4,1287.7,51217100
1994-09-28,1291.2,1301.6,1281.4,1292.8,58218808
1994-09-29,1285.2,1298.9,1275.1,1284.3,53325200
1994-09-30,1288.5,1298.6,1277.3,1285.8,51522288
1994-10-03,1282.2,1294.3,1273.5,1284.2,47477208
1994-10-04,1284.7,1291.9,1262,1266.7,57442608
1994-10-05,1256.8,1269.5,1243.7,1259.2,63449364
1994-10-06,1258,1268.8,1247,1255.5,48092880
1994-10-07,1256.5,1271.5,1247.9,1261.9,50141000
1994-10-10,1266.7,1278.3,1259,1272.4,37594724
1994-10-11,1283.7,1297.4,1271.5,1288.9,62720792
1994-10-12,1289.6,1299.7,1280,1290.2,47551300
1994-10-13,1298.7,1311.4,1288.7,1294,59608920
1994-10-14,1291.9,1306.1,1284.8,1300.7,44414732
1994-10-17,1303.1,1311.4,1290.9,1302.4,42072008
1994-10-18,1299.6,1310.3,1292.1,1301.8,45818956
1994-10-19,1299.1,1320.3,1292.2,1311.7,55927244
1994-10-20,1303.8,1316.9,1290.4,1302.3,57527284
1994-10-21,1296.7,1305.9,1285.7,1295.5,54583000
1994-10-24,1295.4,1302.8,1274.6,1280,49888732
1994-10-25,1279.8,1289,1264.5,1278.8,57527284
1994-10-26,1278.6,1291.2,1268,1277,56902792
1994-10-27,1283.5,1296.4,1271,1289.6,57825416
1994-10-28,1305.1,1321.3,1286.2,1314.3,67291576
1994-10-31,1310,1322.4,1300.1,1307.3,53418696
1994-11-01,1298,1310.4,1285.7,1296,55558548
1994-11-02,1293,1306.4,1282.7,1289.8,58455200
1994-11-03,1293,1301.7,1281.5,1292.3,50185100
1994-11-04,1292.9,1301.3,1275.8,1277.7,49493576
1994-11-07,1276.7,1285.7,1267,1277,44989828
1994-11-08,1278.7,1290.8,1270.7,1281.6,51310596
1994-11-09,1285.3,1296.7,1268.8,1278.7,60243996
1994-11-10,1285.7,1292.4,1270.2,1275.9,49555316
1994-11-11,1272.3,1279.3,1259.2,1268.3,38951316
1994-11-14,1272.5,1284.7,1265.3,1277.1,45933620
1994-11-15,1282.2,1290.6,1266.1,1276.3,59331956
1994-11-16,1275.2,1286.3,1268.4,1279.5,52390224
1994-11-17,1276.8,1286.4,1264.9,1273.2,57013928
1994-11-18,1272,1280.7,1257.2,1267.8,62930720
1994-11-21,1270.3,1278.8,1252.3,1256.8,51693408
1994-11-22,1250,1264.1,1230,1234.4,68318280
1994-11-23,1228.1,1245,1209.2,1232.1,75985056
1994-11-25,1239.8,1247.2,1231.3,1242.2,20867532
1994-11-28,1245.8,1256.3,1234.3,1248.2,46752164
1994-11-29,1244,1257.9,1236.7,1251.2,50555560
1994-11-30,1257.8,1265.1,1244.4,1251.7,53064112
1994-12-01,1247,1256,1231.9,1238.9,50439132
1994-12-02,1241.2,1255.5,1232.1,1250.9,50230968
1994-12-05,1255.3,1264.9,1242.5,1253,45598444
1994-12-06,1250.6,1259,1238.6,1250.7,52727168
1994-12-07,1243.4,1253.5,1234.4,1244.5,50010456
1994-12-08,1236.1,1247.8,1219.8,1224.2,63909796
1994-12-09,1217.2,1233.9,1207.5,1225.9,59351360
1994-12-12,1227.2,1240.2,1217.9,1233.1,50405612
1994-12-13,1233.4,1242.7,1222.9,1230.2,54177260
1994-12-14,1237.7,1250.4,1226.2,1242.5,62625532
1994-12-15,1248.2,1261,1236.8,1250,58707464
1994-12-16,1254,1265.2,1245.5,1259.6,85004896
1994-12-19,1254.9,1264,1245.4,1254.2,47957044
1994-12-20,1251.2,1260.4,1240.9,1247.6,57423200
1994-12-21,1256.9,1267.7,1241.9,1254,66822324
1994-12-22,1256.1,1269.3,1246.4,1259.1,59921164
1994-12-23,1263.8,1277.2,1255,1268.4,34671612
1994-12-27,1275.1,1284,1265.9,1276.2,37254252
1994-12-28,1274.1,1280.7,1262.2,1270.2,43442712
1994-12-29,1270.6,1281.2,1261.5,1271.2,44217152
1994-12-30,1273.5,1285.3,1263,1274.4,45206812
1995-01-03,1276.4,1288.3,1265.3,1281.5,46298788
1995-01-04,1284.8,1294.7,1273.3,1289.1,56364740
1995-01-05,1287.3,1296.9,1278.4,1289.1,54535372
1995-01-06,1289.1,1305,1280.8,1295.7,54346612
1995-01-09,1295.4,1304,1283.7,1295.2,49167216
1995-01-10,1301.6,1312.3,1288.7,1295.3,62173920
1995-01-11,1293.8,1307.5,1281.5,1295.3,61092528
1995-01-12,1294.5,1306.9,1286.1,1298.1,55223368
1995-01-13,1302.8,1317.2,1294.9,1310.2,59404284
1995-01-16,1319.3,1330.9,1306.1,1322.3,55710260
1995-01-17,1320.9,1333.5,1309.6,1322.9,58372288
1995-01-18,1322,1333.3,1309,1323.9,60526252
1995-01-19,1317.6,1327.3,1304.6,1312,52432564
1995-01-20,1302.3,1316.6,1292.1,1305.2,66483616
1995-01-23,1298,1312.1,1288,1306.4,57476124
1995-01-24,1307.7,1317.3,1294.3,1303.4,55641460
1995-01-25,1304.7,1319,1293.5,1307.8,60374540
1995-01-26,1309.1,1318.6,1294.6,1304.6,53743288
1995-01-27,1307.6,1321.4,1295.1,1307.3,59889412
1995-01-30,1305.1,1314.4,1287.5,1297.3,56191860
1995-01-31,1294.9,1310.2,1284.3,1297.5,72605040
1995-02-01,1299,1311.6,1286.6,1297.8,69734848
1995-02-02,1297.4,1308.7,1290,1302.1,56809296
1995-02-03,1316,1329.7,1304.1,1320.3,77787968
1995-02-06,1318.7,1330.3,1309.8,1320.3,57449664
1995-02-07,1318.8,1328.3,1309.6,1319.6,55941356
1995-02-08,1321.6,1330.5,1309,1318,56082484
1995-02-09,1316.8,1328.1,1307.2,1316.6,57433784
1995-02-10,1321.2,1334.8,1310,1328.1,52137960
1995-02-13,1330.9,1343.7,1321.6,1334.5,45197992
1995-02-14,1332.1,1345.5,1323.2,1336.3,53050000
1995-02-15,1339.5,1356.4,1329.5,1346.6,66672376
1995-02-16,1342.8,1356.2,1333.1,1346.3,63682224
1995-02-17,1341.3,1351.9,1331.4,1338.1,61842272
1995-02-21,1342.1,1351.4,1330.6,1341.8,54344848
1995-02-22,1345.8,1354.1,1334.9,1346.4,59827668
1995-02-23,1358.5,1368.1,1345.1,1355.7,69523160
1995-02-24,1354.8,1364.6,1345.1,1357.4,53425752
1995-02-27,1356.9,1364.5,1340.7,1346.7,50416200
1995-02-28,1347.8,1359.7,1340,1356.7,55943120
1995-03-01,1354.6,1363.9,1339.9,1349.4,63964480
1995-03-02,1344.1,1355.1,1332.8,1342.7,58114728
1995-03-03,1339,1348.7,1330.5,1342.8,58363468
1995-03-06,1334.9,1347.5,1325.2,1340.7,52720112
1995-03-07,1334,1343.2,1318.1,1327.1,62722556
1995-03-08,1325.7,1339.4,1319.9,1329.9,61690556
1995-03-09,1329.4,1338.4,1318.8,1327.6,56292412
1995-03-10,1334.2,1353.1,1325.1,1345.5,67565008
1995-03-13,1343.5,1355.8,1334.5,1345.4,48562128
1995-03-14,1355.3,1365.4,1342.5,1353.4,61062540
1995-03-15,1346.8,1359.1,1339.4,1348.7,54605936
1995-03-16,1354.4,1365.7,1342.8,1357.6,59331956
1995-03-17,1357.1,1368,1348.4,1357.9,73353016
1995-03-20,1357.2,1372.9,1348.2,1362.9,53226408
1995-03-21,1365.9,1374.6,1349.4,1357.4,64761856
1995-03-22,1357.1,1366.9,1346.7,1358.1,55237480
1995-03-23,1356.9,1365,1346,1357,56184804
1995-03-24,1364.6,1377.4,1356.2,1370.9,63220032
1995-03-27,1377.3,1393.5,1365,1386.8,52245568
1995-03-28,1382.1,1394,1374.6,1385.4,56514688
1995-03-29,1397.6,1404.2,1374.9,1385.9,68078360
1995-03-30,1390.4,1407.9,1378.4,1396.5,63863928
1995-03-31,1384.2,1399.3,1370.5,1388.4,62262124
1995-04-03,1385.6,1398.7,1376.9,1387.6,50696688
1995-04-04,1396.6,1409.2,1383.3,1401.4,58312308
1995-04-05,1400.2,1409.9,1387.6,1400.3,55599124
1995-04-06,1403.4,1413.3,1392.8,1403,56532332
1995-04-07,1399.2,1414,1387,1403.3,55525032
1995-04-10,1402.7,1411.9,1393.1,1404.2,46039468
1995-04-11,1402.8,1413.9,1393.9,1400.2,54635924
1995-04-12,1399.7,1412.3,1391.7,1405,57841292
1995-04-13,1406.6,1420.2,1397.8,1411.3,53189364
1995-04-17,1415.8,1423.8,1394.5,1401.4,58908572
1995-04-18,1399,1410.3,1388.1,1395.9,60804980
1995-04-19,1395.2,1411.8,1382,1400.5,66598284
1995-04-20,1401.7,1418.9,1392.8,1406.5,64996480
1995-04-21,1411.2,1426.1,1399.7,1415.8,71130256
1995-04-24,1415.1,1433.2,1404.8,1426.2,57467304
1995-04-25,1429.2,1439.6,1416.5,1429,62059256
1995-04-26,1429,1439.2,1419.7,1430.2,61882844
1995-04-27,1427,1441.5,1417.9,1435.3,61893428
1995-04-28,1427.3,1446.9,1421.3,1438.8,56498812
1995-05-01,1431.5,1446.6,1423.6,1433.9,52363764
1995-05-02,1429.1,1441.8,1420.8,1432.5,53039412
1995-05-03,1438,1454.5,1426.5,1447.2,69203856
