Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1980-12-23,372.85,376.23,366.89,370.27,9748414
1980-12-24,369.67,373.45,366.89,371.36,5202329
1980-12-26,371.86,374.54,369.67,372.95,2845492
1980-12-29,373.45,375.33,367.49,368.98,6361342
1980-12-30,368.28,372.65,366.1,369.77,7012295
1980-12-31,369.87,373.45,367.39,370.77,7269854
1981-01-02,371.26,375.43,368.68,373.94,5092955
1981-01-05,376.13,382.88,374.44,380.89,10357028
1981-01-06,382.28,382.88,374.44,380.89,11890030
1981-01-07,368.68,375.14,365.6,372.65,16386720
1981-01-08,372.55,374.74,364.61,366.7,9764290
1981-01-09,366.89,370.86,363.12,367.19,8854015
1981-01-12,371.06,373.64,366.1,368.18,8601749
1981-01-13,367.39,369.77,363.42,366.99,7213402
1981-01-14,367.99,371.96,365.6,367.89,7301607
1981-01-15,367.89,372.55,366.1,370.57,6992890
1981-01-16,372.16,376.23,369.18,373.35,7631494
1981-01-19,373.64,377.52,370.67,373.84,6433670
1981-01-20,373.74,376.43,366,366.79,7365115
1981-01-21,365.01,368.58,361.83,365.2,6913505
1981-01-22,365.5,367.59,360.34,363.52,7035228
1981-01-23,363.02,365.9,360.34,362.72,6565978
1981-01-26,363.02,365.6,358.75,361.63,6241384
1981-01-27,361.93,367.69,360.34,365.5,7455084
1981-01-28,366.7,369.87,362.52,364.71,6472481
1981-01-29,364.31,369.87,362.13,366.89,6733567
1981-01-30,367.29,372.06,364.31,367.79,7261033
1981-02-02,366.3,367.89,358.06,361.23,7774386
1981-02-03,360.14,365.8,357.56,364.11,8106037
1981-02-04,365.01,367.89,361.43,365.2,8030180
1981-02-05,365.6,370.17,363.32,367.59,7994898
1981-02-06,368.08,373.35,366.3,370.37,8083103
1981-02-09,370.96,373.05,365.7,372.26,6761793
1981-02-10,366.1,369.57,363.62,366.79,7201054
1981-02-11,366.7,368.48,362.23,363.82,6663003
1981-02-12,363.12,365.2,359.15,360.84,6121425
1981-02-13,359.64,361.83,356.57,358.45,5885036
1981-02-17,358.65,362.52,356.77,360.24,6692993
1981-02-18,360.84,364.21,358.26,362.23,7128726
1981-02-19,362.72,364.01,355.47,356.86,7343946
1981-02-20,355.97,359.25,352.79,356.07,7391576
1981-02-23,355.97,361.04,353.39,358.06,6984069
1981-02-24,359.05,362.62,356.27,359.15,7754981
1981-02-25,359.15,362.92,352.99,360.24,8063698
1981-02-26,363.02,367.09,359.84,364.81,10637520
1981-02-27,365.6,369.77,362.62,367.39,9386773
1981-03-02,366.89,372.06,364.41,370.27,8416518
1981-03-03,370.47,372.75,365.5,367.59,8596457
1981-03-04,367.59,374.24,365.6,371.26,8337134
1981-03-05,370.86,374.24,367.09,369.77,8005483
1981-03-06,369.97,372.55,366.2,369.57,7751453
1981-03-09,370.17,374.84,368.08,372.65,8146611
1981-03-10,373.55,376.62,369.67,371.56,9986567
1981-03-11,371.26,373.55,366.79,370.07,8360067
1981-03-12,370.86,379.8,369.67,379.21,9639039
1981-03-13,382.38,385.26,377.02,379.21,12047035
1981-03-16,379.21,385.96,376.72,384.96,8809913
1981-03-17,385.56,388.74,379.5,382.08,11628944
1981-03-18,381.49,385.36,378.41,381.69,9833090
1981-03-19,381.69,383.97,376.23,378.21,11015037
1981-03-20,378.01,383.18,375.93,380.2,10933888
1981-03-23,380.89,386.06,378.21,383.87,10210608
1981-03-24,385.66,388.64,380.5,381.99,11713620
1981-03-25,381.89,389.53,380.2,388.94,9935408
1981-03-26,389.43,392.61,384.37,386.75,10649868
1981-03-27,385.66,388.74,380.99,383.28,8278918
1981-03-30,386.65,390.92,384.37,388.04,5909733
1981-03-31,386.65,390.92,384.37,388.04,8993379
1981-04-01,389.73,394,386.75,390.92,9681378
1981-04-02,391.32,394.4,386.95,390.43,9273871
1981-04-03,390.43,393.21,386.95,389.23,8587636
1981-04-06,387.55,388.84,381.89,384.47,7619145
1981-04-07,384.67,388.74,382.08,385.06,7857299
1981-04-08,384.87,388.64,382.88,386.36,8467677
1981-04-09,386.65,390.72,382.78,388.34,10499920
1981-04-10,389.33,392.61,385.56,389.14,10254710
1981-04-13,388.24,390.52,382.98,384.96,8795800
1981-04-14,384.57,386.85,380.4,383.28,8529421
1981-04-15,383.48,390.43,381.89,389.04,9886013
1981-04-16,390.23,393.5,386.45,390.43,9340907
1981-04-20,388.74,394.2,385.56,391.82,9000435
1981-04-21,391.62,393.8,385.86,387.94,10633991
1981-04-22,387.45,392.21,384.47,389.14,10701027
1981-04-23,389.43,394,386.26,389.04,11325518
1981-04-24,388.74,393.21,386.26,391.32,10584597
1981-04-27,391.82,394.8,388.04,391.22,9011020
1981-04-28,391.72,393.01,385.26,387.94,10268823
1981-04-29,387.45,388.84,380.8,384.27,9409706
1981-04-30,384.47,386.65,379.4,381.69,8462385
1981-05-01,381.49,384.57,376.92,380.5,8531185
1981-05-04,375.73,377.22,371.66,374.54,7132254
1981-05-05,372.35,374.74,368.68,371.56,8644087
1981-05-06,372.85,376.82,370.37,372.45,8308908
1981-05-07,372.06,376.62,370.37,374.94,7513299
1981-05-08,375.73,378.41,373.05,375.04,7384520
1981-05-11,375.33,376.52,368.28,370.07,6640070
1981-05-12,369.28,374.24,366.79,372.45,7134018
1981-05-13,373.74,377.72,370.86,374.44,7515063
1981-05-14,374.64,379.01,373.15,377.02,7541525
1981-05-15,377.72,382.88,376.03,380.89,8019596
1981-05-18,381.99,384.96,378.91,379.5,7499186
1981-05-19,381.59,383.18,376.72,379.5,7448028
1981-05-20,379.5,381.79,376.52,378.91,7474489
1981-05-21,379.11,381.79,375.63,378.31,8259513
1981-05-22,379.01,381.29,374.94,377.22,7181649
1981-05-26,377.72,382.48,374.84,380.89,7543289
1981-05-27,380.99,386.65,378.81,384.67,10360556
1981-05-28,385.96,388.84,381.49,385.56,10496392
1981-05-29,385.76,388.74,381.49,384.37,9099225
1981-06-01,385.86,390.43,378.31,384.27,10967406
1981-06-02,383.58,385.76,377.32,378.51,9513788
1981-06-03,376.72,381.09,373.15,379.01,9649624
1981-06-04,379.5,382.28,376.03,378.71,8633503
1981-06-05,378.61,383.38,376.62,381.09,8323021
1981-06-08,382.08,385.86,379.4,382.28,7335125
1981-06-09,382.28,385.46,379.01,381.49,7867883
1981-06-10,381.79,385.76,378.71,381.99,9385009
1981-06-11,382.18,387.94,380.2,386.65,10501684
1981-06-12,387.15,390.62,382.98,385.96,10723961
1981-06-15,388.54,392.71,384.67,387.35,11175570
1981-06-16,387.15,389.33,381.89,383.87,10192967
1981-06-17,382.88,386.95,379.3,384.57,9785460
1981-06-18,384.77,386.95,379.4,381.49,8538241
1981-06-19,380.7,384.67,378.51,382.28,8190713
1981-06-22,383.08,386.26,380.2,382.38,7372171
1981-06-23,381.89,387.55,380.3,386.36,9145092
1981-06-24,386.16,387.35,381.79,383.77,8229524
1981-06-25,383.28,386.45,380.89,382.58,7747925
1981-06-26,382.48,384.37,379.01,380.5,6922326
1981-06-29,380.6,382.28,375.93,377.52,6691229
1981-06-30,377.02,379.5,373.55,375.63,7329833
1981-07-01,374.94,376.82,370.67,372.75,8658200
1981-07-02,372.75,375.04,368.08,369.77,7956088
1981-07-06,367.69,369.77,362.42,364.61,7866119
1981-07-07,365.2,369.08,361.53,365.4,9448517
1981-07-08,366.1,368.38,362.03,365.7,8114857
1981-07-09,366,370.17,364.01,367.89,8028416
1981-07-10,368.48,370.86,365.11,367.79,7047577
1981-07-13,368.08,371.06,365.8,367.69,6721219
1981-07-14,367.29,368.98,362.92,365.5,7979022
1981-07-15,366.24,371.54,364.57,368.93,8635267
1981-07-16,368.58,372.45,366.1,370.27,6881752
1981-07-17,370.57,373.45,367.69,371.06,7546817
1981-07-20,368.78,369.97,363.02,364.31,7098736
1981-07-21,363.12,366.79,359.74,363.42,8340662
1981-07-22,364.21,366.99,359.35,360.54,8379472
1981-07-23,360.24,363.22,357.66,361.04,7372171
1981-07-24,361.43,365.7,359.94,363.52,6858818
1981-07-27,364.81,368.38,362.82,366.1,6987598
1981-07-28,366.2,367.99,361.83,364.21,6731803
1981-07-29,364.21,368.08,361.73,364.11,6634778
1981-07-30,365.01,368.38,362.42,366.79,7331597
1981-07-31,367.09,370.86,365.5,368.98,7670304
1981-08-03,368.58,370.37,364.31,366.7,6994654
1981-08-04,365.7,369.08,363.12,366.79,6961136
1981-08-05,366.89,371.46,365.11,369.38,9577296
1981-08-06,369.57,373.05,366.4,369.87,9185666
1981-08-07,369.28,371.16,365.01,366.89,6768849
1981-08-10,366.1,369.67,363.42,367.09,6768849
1981-08-11,367.59,372.45,365.01,370.07,9279163
1981-08-12,371.16,374.64,367.99,370.17,9464394
1981-08-13,370.47,373.84,368.18,370.86,7490366
1981-08-14,370.77,373.05,367.49,369.18,7511535
1981-08-17,368.48,370.47,364.41,365.6,7204582
1981-08-18,364.81,367.59,360.34,363.02,8338898
1981-08-19,362.82,366.2,360.54,363.72,6948787
1981-08-20,363.91,366.89,361.93,363.82,6751208
1981-08-21,363.72,365.11,359.74,361.04,6645362
1981-08-24,358.95,359.74,350.71,351.9,8247165
1981-08-25,349.22,352.5,345.15,349.91,9631983
1981-08-26,350.31,353.09,346.64,349.71,7052869
1981-08-27,348.92,351.01,344.45,346.64,7744396
1981-08-28,346.44,350.61,344.95,347.73,6707106
1981-08-31,349.02,352,343.36,344.45,7119905
1981-09-01,343.76,347.23,340.68,344.06,7957852
1981-09-02,344.55,348.13,342.57,344.85,6627721
1981-09-03,344.65,346.64,337.3,338.2,7361587
1981-09-04,336.71,338.49,332.64,334.92,7543289
1981-09-08,333.73,335.12,326.98,329.66,8351247
1981-09-09,329.66,333.93,327.47,331.15,7746160
1981-09-10,331.94,336.71,330.55,334.33,8367123
1981-09-11,335.02,339.09,332.14,337.6,7439207
1981-09-14,336.81,338.79,333.23,335.71,6004994
1981-09-15,335.52,338.49,332.14,333.53,6805895
1981-09-16,332.54,334.03,328.76,331.35,7702058
1981-09-17,331.05,333.93,325.59,326.68,8520600
1981-09-18,325.39,328.47,321.91,324.79,8353011
1981-09-21,324.3,329.66,321.91,327.67,7862591
1981-09-22,328.37,332.04,325.29,328.67,8261277
1981-09-23,327.17,328.96,320.72,325.79,9296804
1981-09-24,325.98,329.26,322.61,323.9,8622918
1981-09-25,321.61,323.4,315.16,318.34,9594937
1981-09-28,313.27,325.39,310.99,324.3,10817458
1981-09-29,326.08,331.15,323.4,327.37,8785215
1981-09-30,326.68,329.76,323.6,327.87,7179884
1981-10-01,327.08,331.15,324.49,329.56,7338653
1981-10-02,330.45,336.81,328.86,334.82,9621398
1981-10-05,337.4,341.08,333.33,335.71,9048066
1981-10-06,335.12,339.49,331.54,334.62,8019596
1981-10-07,335.02,340.78,333.43,339.29,8825790
1981-10-08,339.29,343.26,336.21,341.38,8307144
1981-10-09,342.17,344.45,337.7,339.79,8831082
1981-10-12,340.58,342.27,336.51,339.19,5297590
1981-10-13,339.19,341.87,336.01,338.2,7649135
1981-10-14,337.7,338.59,331.64,332.44,7102264
1981-10-15,331.64,336.41,329.86,334.42,7555638
1981-10-16,334.23,336.41,329.86,332.64,6668296
1981-10-19,331.45,334.13,328.57,331.94,7336889
1981-10-20,332.93,337.9,331.25,335.12,9090404
1981-10-21,335.42,339.29,332.54,334.62,8554118
1981-10-22,334.23,336.31,331.25,333.83,7167536
1981-10-23,332.74,334.23,328.67,330.95,7407453
1981-10-26,329.66,331.74,326.38,329.36,6740624
1981-10-27,329.86,336.41,327.97,332.64,9355019
1981-10-28,333.53,337.9,330.95,333.83,8485318
1981-10-29,333.73,335.81,329.26,331.64,7068746
1981-10-30,330.65,339.19,329.26,338.2,10508740
1981-11-02,341.08,345.45,338.89,342.67,11484287
1981-11-03,342.96,345.84,339.98,343.96,9635511
1981-11-04,343.96,348.13,341.18,345.35,9429112
1981-11-05,345.74,348.33,341.38,342.86,8972210
1981-11-06,342.17,343.96,338.69,340.78,7633258
1981-11-09,340.48,344.85,338,342.86,8522364
1981-11-10,343.66,348.03,340.78,343.26,9515552
1981-11-11,342.96,347.23,341.38,345.64,7395105
1981-11-12,346.84,350.81,344.25,347.23,9829562
1981-11-13,347.03,348.92,342.47,344.25,8035473
1981-11-16,342.57,343.66,336.61,339.09,7716171
1981-11-17,339.09,342.17,337.01,339.98,7619145
1981-11-18,339.79,342.67,336.31,338.79,8816969
1981-11-19,338.4,341.08,335.02,338.3,8624682
1981-11-20,338.49,343.66,336.81,341.47,9175081
1981-11-23,341.38,344.35,339.19,341.27,7982550
1981-11-24,341.38,347.73,339.89,346.34,9385009
1981-11-25,348.03,351.3,345.74,348.82,10332330
1981-11-27,349.22,354.18,348.03,352.2,5780954
1981-11-30,352.69,356.37,349.71,354.88,8393585
1981-12-01,354.18,357.66,351.5,355.08,9522609
1981-12-02,354.38,356.07,350.51,351.8,7852006
1981-12-03,350.71,353.89,348.82,352.1,7721463
1981-12-04,354.78,357.86,352.4,355.18,9709603
1981-12-07,355.28,356.96,351.5,353.09,8065462
1981-12-08,352.3,354.68,349.22,352,7963145
1981-12-09,351.8,355.47,350.11,353.69,7904929
1981-12-10,354.38,356.96,351.8,354.78,8294795
1981-12-11,354.48,356.47,351.11,352.3,8088396
1981-12-14,349.12,350.61,344.75,346.44,7892581
1981-12-15,346.24,349.42,344.25,347.13,7784971
1981-12-16,347.33,348.82,343.66,345.25,7545053
1981-12-17,345.35,348.33,343.46,346.64,8331841
1981-12-18,347.03,350.91,345.25,348.92,8986323
1981-12-21,349.02,350.51,345.55,347.03,7283966
1981-12-22,346.84,349.32,344.06,345.74,8524129
1981-12-23,345.64,347.73,342.57,344.55,7569750
1981-12-24,344.15,346.74,342.96,345.45,4223254
1981-12-28,345.84,347.43,343.06,344.25,4995929
1981-12-29,344.25,346.04,341.47,342.86,6227271
1981-12-30,342.86,347.03,341.67,344.55,7578571
1981-12-31,344.65,347.33,342.86,345.35,7193997
1982-01-04,345.74,349.42,343.46,347.13,6484829
1982-01-05,346.44,347.23,339.79,340.88,8381236
1982-01-06,340.58,342.07,335.81,339.19,9086876
1982-01-07,338.89,340.18,334.62,338.4,7657955
1982-01-08,338.49,342.37,336.91,339.59,7418038
1982-01-11,339.98,340.98,330.75,331.54,9155676
1982-01-12,330.25,332.93,327.47,329.66,8785215
1982-01-13,329.86,331.94,323.9,325.29,8667021
1982-01-14,324.89,329.16,323.2,326.88,7575043
1982-01-15,327.67,331.25,326.28,329.26,7640314
1982-01-18,327.17,332.83,325.39,331.84,7924334
1982-01-19,332.54,334.33,327.47,328.86,7950796
1982-01-20,328.17,330.75,324.99,327.37,8619390
1982-01-21,327.08,330.85,325.29,327.37,8575287
1982-01-22,327.57,329.46,323.6,325.69,7827309
1982-01-25,323.5,326.48,320.32,324.69,7615617
1982-01-26,324.59,327.47,321.91,323.8,7915514
1982-01-27,322.71,327.17,321.02,325.29,8831082
1982-01-28,326.78,334.62,325.98,333.23,11764779
1982-01-29,335.12,339.39,332.24,336.81,12948490
1982-02-01,333.53,335.91,328.96,330.95,8418283
1982-02-02,330.75,335.52,329.16,332.74,7941975
1982-02-03,332.74,335.22,329.06,330.55,8742877
1982-02-04,330.55,333.43,326.58,330.35,9402650
1982-02-05,330.85,335.62,328.47,332.64,9411471
1982-02-08,330.75,331.94,324.1,325.09,8555882
1982-02-09,324,326.88,320.92,323.4,9600229
1982-02-10,324.1,328.37,322.91,326.18,8224231
1982-02-11,326.28,328.67,323.3,325.98,8243636
1982-02-12,325.98,328.57,323.8,325.49,6539516
1982-02-16,322.41,325.79,319.33,324.3,8622918
1982-02-17,323.9,324.1,321.81,323.9,8407698
1982-02-18,324.39,327.37,322.01,324.2,10727489
1982-02-19,324.2,326.08,319.73,322.01,9056887
1982-02-22,324.99,327.27,317.54,318.24,10286464
1982-02-23,317.54,320.62,313.27,317.54,10602238
1982-02-24,317.64,324,315.06,322.51,11431364
1982-02-25,323.1,326.38,320.13,322.01,9554363
1982-02-26,321.81,324,318.73,321.22,7733812
1982-03-01,321.32,325.39,318.73,322.71,9351491
1982-03-02,324.1,328.17,320.62,322.91,11254954
1982-03-03,320.62,323.4,314.86,317.74,12389270
1982-03-04,316.45,319.33,311.49,314.66,13114315
1982-03-05,313.97,317.05,310.79,314.07,11897087
1982-03-08,316.25,318.73,307.91,309.01,11877682
1982-03-09,308.11,315.16,305.83,312.78,13417740
1982-03-10,312.18,316.55,310.1,312.58,10485807
1982-03-11,312.98,316.65,310.49,313.27,9342671
1982-03-12,312.38,313.67,307.71,310.3,8749933
1982-03-15,309.4,313.37,307.22,311.88,7650899
1982-03-16,312.38,315.86,309.8,311.69,8626446
1982-03-17,311.29,313.77,309.1,311.09,8626446
1982-03-18,311.39,316.05,310.39,314.57,9573768
1982-03-19,315.16,317.64,312.38,314.96,8158960
1982-03-22,315.76,322.01,314.66,320.52,10162977
1982-03-23,321.91,325.19,319.53,323.2,11842400
1982-03-24,323.5,325.69,319.83,321.81,8711123
1982-03-25,321.22,325.19,318.83,322.61,9168025
1982-03-26,322.11,323.01,317.74,319.43,7479781
1982-03-29,319.53,322.31,317.15,320.72,6544809
1982-03-30,320.62,323.1,318.04,320.92,7744396
1982-03-31,320.92,323.5,318.64,320.42,7638550
1982-04-01,319.73,325.69,319.33,324.59,10073008
1982-04-02,325.59,328.57,323.4,326.48,10549315
1982-04-05,326.98,328.76,323.8,325.79,8273626
1982-04-06,325.69,328.96,323.01,327.27,7620909
1982-04-07,327.37,330.35,325.29,327.77,9372660
1982-04-08,327.77,332.34,326.48,330.35,10618115
1982-04-12,330.55,332.44,327.67,329.76,8206590
1982-04-13,329.76,333.43,327.87,330.45,8584108
1982-04-14,329.86,332.04,326.68,329.36,7964909
1982-04-15,328.96,330.95,326.58,329.26,8061934
1982-04-16,329.16,332.54,327.67,330.65,9859552
1982-04-19,330.15,335.12,328.67,331.54,10314689
1982-04-20,331.25,333.03,327.37,328.86,9633747
1982-04-21,328.47,331.45,326.58,329.46,10200023
1982-04-22,330.25,334.42,328.86,332.34,11373149
1982-04-23,333.23,337.2,331.35,335.42,12673290
1982-04-26,336.11,339.89,333.83,338,10672802
1982-04-27,337.9,339.39,333.43,335.22,9963634
1982-04-28,334.92,336.81,330.45,333.13,8913995
1982-04-29,331.15,333.73,328.47,330.45,9055122
1982-04-30,329.96,333.53,328.17,331.25,8502959
1982-05-03,329.96,333.63,327.57,332.04,8201298
1982-05-04,332.93,336.81,331.54,334.52,10358792
1982-05-05,334.52,338.2,332.64,335.02,10383489
1982-05-06,337.9,341.08,335.52,338.59,11914728
1982-05-07,339.29,343.36,337.01,340.08,11842400
1982-05-10,339.49,340.78,335.81,337.2,8167780
1982-05-11,336.61,341.38,335.62,339.39,9646096
1982-05-12,340.28,342.27,336.61,338.69,10445233
1982-05-13,339.29,341.38,335.42,336.91,10272351
1982-05-14,336.81,339.49,334.62,336.51,8802856
1982-05-17,335.62,336.71,330.75,335.62,8044293
1982-05-18,331.05,332.44,326.88,328.57,8638795
1982-05-19,327.57,329.96,324.79,326.18,8615862
1982-05-20,325.49,327.47,322.61,324.59,8525893
1982-05-21,325.19,328.07,323.5,326.08,7984314
1982-05-24,325.39,327.67,322.91,325.29,6793547
1982-05-25,326.08,328.76,323.6,324.59,7763801
1982-05-26,323.8,325.29,319.73,321.61,9041010
1982-05-27,321.32,323.1,318.54,320.23,7890817
1982-05-28,320.13,321.52,315.56,317.45,7744396
1982-06-01,317.35,319.03,314.57,315.86,7347474
1982-06-02,315.76,318.64,314.07,316.85,8682897
1982-06-03,317.64,320.52,315.16,317.64,8547062
1982-06-04,317.25,318.34,311.98,313.27,7781442
1982-06-07,312.08,315.26,309.9,312.88,7873176
1982-06-08,312.78,314.66,310.39,311.49,8259513
1982-06-09,310.89,312.28,306.82,309.01,9838383
1982-06-10,308.81,311.88,306.92,310.2,8988087
1982-06-11,313.08,316.95,311.49,314.47,12103486
1982-06-14,313.67,314.66,310,311.19,7074039
1982-06-15,310.69,312.48,307.42,310.49,7933155
1982-06-16,310.99,313.27,307.52,308.81,9928352
1982-06-17,307.61,309.01,304.14,304.83,8684662
1982-06-18,305.03,306.82,302.75,304.64,9490855
1982-06-21,304.04,307.81,302.05,304.34,8885769
1982-06-22,304.04,308.61,302.85,307.61,9753706
1982-06-23,308.31,313.87,306.12,312.88,9582588
1982-06-24,313.77,316.65,310.3,312.68,9854260
1982-06-25,311.98,313.77,309.3,310.49,6834121
1982-06-28,310.39,315.46,309.5,313.57,7179884
1982-06-29,313.37,315.95,310.89,313.47,8289503
1982-06-30,314.47,317.84,312.18,314.37,11516041
1982-07-01,314.07,315.46,309.4,311.09,8450036
1982-07-02,310.2,311.59,306.62,308.81,7719699
1982-07-06,308.51,310.79,305.43,309.01,7823781
1982-07-07,308.71,311.29,306.62,309.3,8277154
1982-07-08,308.9,312.08,304.54,310.69,11161457
1982-07-09,311.98,316.75,310,314.47,11620123
1982-07-12,317.25,321.22,314.66,318.24,13176059
1982-07-13,317.25,320.52,314.66,317.25,11673046
1982-07-14,317.15,319.83,313.77,318.24,10260002
1982-07-15,318.54,321.32,315.26,317.64,10776884
1982-07-16,317.25,321.52,314.76,318.44,10362320
1982-07-19,319.13,321.52,315.06,316.55,9355019
1982-07-20,317.25,320.72,313.67,318.73,10771591
1982-07-21,319.03,321.91,315.86,317.74,11778892
1982-07-22,316.85,320.52,314.47,317.45,9503204
1982-07-23,317.84,320.03,314.86,317.25,8340662
1982-07-26,316.45,318.24,313.37,315.26,6657711
1982-07-27,314.76,316.95,311.09,312.98,8068991
1982-07-28,311.88,313.27,307.02,309.01,9496147
1982-07-29,308.9,311.49,305.33,309.2,9822506
1982-07-30,309.4,311.29,307.02,308.41,6927618
1982-08-02,309.7,314.96,308.21,313.97,9430876
1982-08-03,315.36,317.74,310.99,311.88,10669273
1982-08-04,310.2,311.59,305.63,306.92,9427347
1982-08-05,305.13,307.32,301.86,304.14,9649624
1982-08-06,303.35,305.73,299.27,300.46,8584108
1982-08-09,297.49,300.37,294.41,298.38,9624927
1982-08-10,300.07,301.76,296.39,297.78,9293276
1982-08-11,297.49,300.17,295.1,297.49,8651144
1982-08-12,297.78,300.76,295.8,297.29,8834610
1982-08-13,297.09,302.75,296.3,301.56,7889052
1982-08-16,304.14,308.21,302.25,304.34,9776639
1982-08-17,306.62,319.63,305.63,318.93,16381427
1982-08-18,325.39,330.45,317.54,318.73,23407836
1982-08-19,318.73,325.19,315.56,320.62,13807606
1982-08-20,323.2,332.24,321.12,331.35,16915950
1982-08-23,330.95,341.27,328.57,339.69,19459780
1982-08-24,339.79,342.96,333.63,336.61,21460270
1982-08-25,335.91,346.24,334.23,341.18,18734736
1982-08-26,342.86,351.2,340.38,344.35,24226378
1982-08-27,343.26,345.74,337.9,341.08,13126664
1982-08-30,339.29,345.05,336.51,343.96,10506976
1982-08-31,343.96,351.5,342.67,348.23,15234763
1982-09-01,349.32,352,343.86,346.14,14612036
1982-09-02,345.25,353.19,343.46,351.5,13184879
1982-09-03,356.67,362.52,352,356.96,23093826
1982-09-07,356.57,358.35,350.41,353.09,12165230
1982-09-08,352.3,358.26,350.11,354.38,13752919
1982-09-09,354.48,359.25,351.4,354.78,12893803
1982-09-10,353.49,355.18,348.33,351.7,12539219
1982-09-13,350.61,357.26,348.13,356.07,10499920
1982-09-14,358.06,361.73,354.38,357.66,14654374
1982-09-15,357.36,361.13,353.39,359.45,12292245
1982-09-16,359.15,361.73,354.48,356.77,13918745
1982-09-17,356.07,358.06,350.41,352.4,11281416
1982-09-20,350.91,354.48,347.83,352.3,10323510
1982-09-21,352.99,360.44,351.4,359.35,14627913
1982-09-22,363.42,366.2,355.47,356.96,19960786
1982-09-23,356.17,360.34,352.3,357.76,12041743
1982-09-24,356.86,358.95,352.99,355.57,9631983
1982-09-27,354.58,357.56,351.8,355.77,7910222
1982-09-28,356.37,359.55,353.09,354.88,11625415
1982-09-29,354.38,356.37,348.42,351.01,11034442
1982-09-30,349.62,351.7,345.05,347.23,11045027
1982-10-01,347.03,352.79,345.64,351.3,11466646
1982-10-04,348.23,351.7,345.55,349.82,9817213
1982-10-05,350.41,354.68,348.03,350.81,12308122
1982-10-06,351.4,363.12,350.51,362.23,16506679
1982-10-07,368.38,373.94,364.61,370.37,25944610
1982-10-08,371.16,379.01,368.58,376.33,21566116
1982-10-11,380.6,391.12,378.31,385.86,24438070
1982-10-12,387.65,391.62,379.21,383.97,22282340
1982-10-13,382.68,395.79,380,389.53,24662110
1982-10-14,389.83,392.71,382.18,384.37,18969362
1982-10-15,382.38,386.85,378.41,382.58,14163954
1982-10-18,383.08,392.51,381.29,390.82,14781389
1982-10-19,393.4,396.48,385.96,390.43,17790942
1982-10-20,391.12,398.57,387.35,397.28,17408134
1982-10-21,400.36,404.62,392.51,399.56,21603162
1982-10-22,400.26,408.7,396.18,401.35,17838574
1982-10-25,395.39,396.88,386.06,387.65,14769041
1982-10-26,385.76,392.11,378.81,389.43,18007928
1982-10-27,390.13,394.7,385.76,390.03,14407400
1982-10-28,390.03,393.31,384.37,385.76,12982008
1982-10-29,384.27,388.84,380.89,386.26,13200756
1982-11-01,385.96,393.11,383.38,391.62,12971423
1982-11-02,394,403.33,391.82,397.18,18482470
1982-11-03,398.47,413.66,397.18,412.17,24169926
1982-11-04,414.55,418.43,404.53,407.51,26346826
1982-11-05,406.21,413.07,404.13,409.79,17032380
1982-11-08,406.91,408.89,400.45,403.93,13273084
1982-11-09,403.63,413.76,401.94,410.88,19620314
1982-11-10,413.36,418.03,403.53,406.61,19976662
1982-11-11,404.62,410.68,401.45,409.29,13832304
1982-11-12,409.99,412.67,401.45,403.73,16773058
1982-11-15,400.06,401.94,393.21,396.98,13918745
1982-11-16,389.93,396.28,385.26,390.82,18154348
1982-11-17,393.8,400.36,371.56,397.97,14896056
1982-11-18,397.97,402.74,394.89,399.46,13692940
1982-11-19,400.85,403.93,394.5,396.38,12403383
1982-11-22,396.38,397.38,386.26,387.65,13223689
1982-11-23,386.55,390.62,381.59,384.07,12863813
1982-11-24,384.67,390.62,382.38,387.25,11858276
1982-11-26,388.24,392.02,386.16,389.73,6846470
1982-11-29,390.52,393.21,384.96,388.34,10775119
1982-11-30,388.94,403.63,386.65,402.04,16489038
1982-12-01,403.33,408.4,396.68,400.55,19025812
1982-12-02,401.15,406.41,397.87,400.65,13689412
1982-12-03,402.14,406.11,397.97,400.85,12620367
1982-12-06,401.85,412.47,397.87,410.29,14797266
1982-12-07,412.77,417.63,407.51,412.07,19690878
1982-12-08,410.19,416.34,405.42,408.2,17187620
1982-12-09,403.53,408.5,396.78,399.76,15933346
1982-12-10,399.66,404.92,392.51,396.88,15247112
1982-12-13,397.28,402.34,394.8,399.56,11138524
1982-12-14,405.32,408.2,392.41,393.9,17355210
1982-12-15,392.02,395.69,384.96,388.64,14294498
1982-12-16,389.53,394,385.46,389.33,12997885
1982-12-17,390.82,399.46,388.44,396.38,13408920
1982-12-20,396.78,400.36,390.82,393.4,10974463
1982-12-21,393.21,402.54,390.52,400.36,13761740
1982-12-22,401.15,407.11,397.48,402.54,14724938
1982-12-23,403.14,407.9,400.06,404.92,11092657
1982-12-27,406.31,415.95,404.13,413.36,11411959
1982-12-28,414.45,415.95,407.21,409.29,10339387
1982-12-29,409.29,413.36,406.21,409.79,9669029
1982-12-30,410.09,412.97,404.62,406.41,9945993
1982-12-31,406.21,409.59,403.63,406.31,7428623
1983-01-03,407.01,410.19,396.28,398.17,10422300
1983-01-04,398.37,406.31,395.49,405.42,13324243
1983-01-05,407.31,411.08,400.55,405.62,16827744
1983-01-06,406.71,420.11,404.53,415.75,22829210
1983-01-07,418.33,424.39,413.56,418.33,22455222
1983-01-10,417.83,427.17,413.96,424.39,17974410
